ratings,www,name,price,pID,upc,reviews,images,score,inStock,department,quantity,isWWWItem,walmartCanonicalUrl
4.317800045013428,53872993,"Philips Avent Anti-Colic Clear 9-oz Baby Bottles, BPA-Free, 3 ct",15.72,1CV2X3DQYZG4,7502006210,129,https://i5.walmartimages.com/asr/78f1caf7-1420-49c5-a30d-e1efd82a67ee_1.bb4f6599259a211273e085f5d542a37d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.20330088,Limited Stock,Baby,3,True,/ip/Philips-Avent-Anti-Colic-Clear-9-oz-Baby-Bottles-BPA-Free-3-ct/53872993
4.571400165557861,36461196,"Case-It Open Tab 2-Inch Binder, Assorted Colors",12.84,4Z8RJX4GX1VA,2229310375,21,https://i5.walmartimages.com/asr/f0af9596-f549-4971-9a35-83b5ed3cb99e_1.aa78d4e9d1ae464ef9975153cd546d90.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.1953061,Limited Stock,Office,5,True,/ip/Case-It-Open-Tab-2-Inch-Binder-Assorted-Colors/36461196
3.0,14931530,"Five Star® Wirebound Notebook, 2 Subject, College Ruled, 6"" x 9 1/2"", Assorted Colors",1.97,1A0R9I8QZ4SC,4310006180,13,https://i5.walmartimages.com/asr/3384ab67-ec7d-4893-8c54-7b3ef12c8f49_1.c34ce04eec07c63bf377f7e96cd02e12.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17073052,In Stock,Office,21,True,/ip/Five-Star-Wirebound-Notebook-2-Subject-College-Ruled-6-x-9-1-2-Assorted-Colors/14931530
4.673299789428711,15137326,Mr. Clean® Magic Eraser Household Cleaning Pads 2 ct Box,1.97,3GQ5J6EJT6TS,3700043515,2167,https://i5.walmartimages.com/asr/45d3fa94-96ea-410b-b7e1-aefe74d7c484_1.7677a88717487ad36c9fb8864d55921a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17484261,In Stock,Household Essentials,11,True,/ip/Mr-Clean-Magic-Eraser-Household-Cleaning-Pads-2-ct-Box/15137326
4.185200214385986,14967237,"Extra Sweet Watermelon Sugarfree Gum, multipack (3 packs total)",1.98,5JL935VULAKI,2200011258,27,https://i5.walmartimages.com/asr/b0a86883-1d20-4f82-806b-58cde3228fea_1.625ce3e6bbb899fc8f094ac2e8386c08.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.1972772,In Stock,Food,26,True,/ip/Extra-Sweet-Watermelon-Sugarfree-Gum-multipack-3-packs-total/14967237
3.9721999168395996,14967241,"Extra Classic Bubble Sugarfree Gum, multipack (3 packs total)",1.98,72LKVXGTFF64,2200011391,36,https://i5.walmartimages.com/asr/733a61d2-ca4b-4917-88e6-ce4b00041807_1.8e8e066a36017ab893ab0c7239b8283b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.19446273,In Stock,Food,14,True,/ip/Extra-Classic-Bubble-Sugarfree-Gum-multipack-3-packs-total/14967241
4.558800220489502,10452889,"Orbit Sweetmint, 3 pk",2.14,0ZTRBSEG57SR,2200015583,102,https://i5.walmartimages.com/asr/68067de6-7140-4863-8e41-eaff96992eb8_1.3e809d0133c8970db7e2a1d7f7f17a64.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.19392858,In Stock,Food,18,True,/ip/Orbit-Sweetmint-3-pk/10452889
5.0,36124148,D3 Casemate 5tab Dividers Without Pocket,UNAVAILABLE,7GOQ8TCS0SE8,74721909522,1,https://i5.walmartimages.com/asr/cd8aa817-e87b-4a86-8472-b30956551633_1.b83bc21e0cc598a83707813b37e3f88b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17476599,Availability Unknown,Office,-1,True,/ip/D3-Casemate-5tab-Dividers-Without-Pocket/36124148
2.7142999172210693,38101938,"Slim Jim Giant Smoked Snack Sticks, Tabasco, .97 Oz.",1.08,43DEM3BNCHWM,2620011730,14,https://i5.walmartimages.com/asr/865e58cc-0f3d-488c-b806-7e249a52078e_1.07fc55cde302ad15da65c087505e3670.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17744026,In Stock,Food,19,True,/ip/Slim-Jim-Giant-Smoked-Snack-Sticks-Tabasco-97-Oz/38101938
4.607999801635742,34202649,Aussie Moist 3 Minute Long N Strong Deep Conditioner - 8.0oz,2.97,4MV611DQMZD0,38151918137,324,https://i5.walmartimages.com/asr/6d9aa420-721d-4253-bd83-2ef29d2bc6c3_1.ffbc75ec6dd5f589eb2d3b0f13b26b10.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.1854961,In Stock,Personal Care,14,True,/ip/Aussie-Moist-3-Minute-Long-N-Strong-Deep-Conditioner-8-0oz/34202649
4.428599834442139,14967238,"Wrigley's Extra Sugarfree Gum Spearmint- 3 PK, 15.0 CT",1.98,5X2R592ZP43T,2200011248,28,https://i5.walmartimages.com/asr/d3e51ff0-9a44-4c95-915c-c6c241f7bd4c_1.f475c05f388abe91e8ef703ae312b6c6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.18291049,In Stock,Food,22,True,/ip/Wrigley-s-Extra-Sugarfree-Gum-Spearmint-3-PK-15-0-CT/14967238
3.1303999423980713,39444457,"Ziploc Container Medium Square, 3 count",1.98,1OBLJGL6RO4K,2570070937,161,https://i5.walmartimages.com/asr/7d18c36e-6117-43c8-b540-09025c96d2b2_1.0d21906d36b01dd8a952dd78da693b67.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17503309,In Stock,Household Essentials,8,True,/ip/Ziploc-Container-Medium-Square-3-count/39444457
4.555600166320801,14965438,"Wrigley's Big Red Cinnamon Gum, multipack (3 packs total)",2.24,289NRHVMUWPT,2200010997,9,https://i5.walmartimages.com/asr/bd596da3-a614-4b3d-a967-099ad830219c_1.997133bd2c55125739073bef7c9cb353.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17979783,In Stock,Food,26,True,/ip/Wrigley-s-Big-Red-Cinnamon-Gum-multipack-3-packs-total/14965438
4.5,20977412,"Pentel Hi-Polymer Block Eraser, 3 pk",1.46,1IG1PGD71YS1,7251217838,4,https://i5.walmartimages.com/asr/b60883f2-b663-458e-bcd1-c4dd77839509_1.bdd36681c648db882f599a870c20eb53.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.15203464,In Stock,Office,8,True,/ip/Pentel-Hi-Polymer-Block-Eraser-3-pk/20977412
4.8649001121521,10452882,"5 Gum Spearmint Rain Sugarfree Gum, multipack (3 packs total)",2.84,1PJ6N2DW8XVG,2200010505,37,https://i5.walmartimages.com/asr/7caca07c-dfd4-4be6-b3d8-308c56a9becc_1.79611e817a52a095f0ce19ca2a5f887f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17833413,In Stock,Food,14,True,/ip/5-Gum-Spearmint-Rain-Sugarfree-Gum-multipack-3-packs-total/10452882
4.857100009918213,14967239,"Extra Polar Ice Sugarfree Gum, multipack (3 packs total)",1.98,3P8ZNWN4M30Y,2200011249,35,https://i5.walmartimages.com/asr/6f29bdbb-332d-4635-8b03-d6607fe4d0d6_1.5717205bc400d1c87832e94003814272.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,0.17702445,In Stock,Food,7,True,/ip/Extra-Polar-Ice-Sugarfree-Gum-multipack-3-packs-total/14967239
